query_id	nugget_id	timestamp	importance	nugget_len	nugget_text
32	VM36.033	1347478633	2	281	Stevens was initially brought alone to the Benghazi Medical Center, and no one realized he was the ambassador. Ziad Abu Zeid, the doctor at the hospital, tried to revive Stevens for 90 minutes. According to Abu Zeid, Stevens died of severe asphyxia that had caused stomach bleeding
32	VM36.034	1347478840	2	84	According to Hillary Clinton, the government of Libya was not involved in the attack
32	VM36.035	1347480060	1	199	Steve Klein, who was a consultant for the movie, stated that the murder of Stevens was not a matter of guilt for the film-makers but was the result of the mob "following Mohammed’s violent teachings"
32	VM36.036	1347480210	1	108	We told the truth and these people reacted the way that Mohammed wanted to them to react - by killing people
32	VM36.037	1347480234	1	195	film that triggered the attack was a "amateurish, American-made video that opens with scenes of Egyptian security forces standing idle as Muslims pillage and burn the homes of Egyptian Christians
32	VM36.038	1347480872	1	88	movie is "not designed to attack Muslims but to show the destructive ideology of Islam."
32	VM36.039	1347481954	2	266	British think tank Quilliam has argued that the attackers in Libya were too heavily armed and organized to merely be angry protesters, suggesting that the Benghazi attack was in fact a targeted assassination,and the protest outside the consulate was just a diversion
32	VM36.040	1347481976	2	198	General National Congress of Libya said: "We apologise to the United States, the people and to the whole world for what happened. We confirm that no-one will escape from punishment and questioning."
32	VM36.041	1347485046	1	230	US Embassy in Cairo issued a statement hours before the attacks that condemned "the continuing efforts by misguided individuals to hurt the religious feelings of Muslims, as we condemn efforts to offend believers of all religions"
32	VM36.042	1347485099	2	191	U.S. officials noted that while the Cairo protests appeared to be the work of a spontaneous mob, the violence in Benghazi was likely planned and that a pro-al Qaeda group is the chief suspect
32	VM36.043	1347489299	1	160	Bacile identifies himself as an "Theo van Gogh", in reference to a Dutch filmmaker who had controversial views on MuslimsMuslims and was assassinated afterwards
32	VM36.044	1347492646	2	68	Several Congressmen have asked that aid be halted to Egypt and Libya
32	VM36.045	1347495129	1	91	Israeli officials, speaking on condition of anonymity, said they had not heard of SamBacile
32	VM36.046	1347497500	2	220	EGYPT PM: We ask the American government to take a firm position towards this film's producers within the framework of international charters that criminalise acts that stir strife on the basis of race, color or religion
32	VM36.047	1347500153	2	81	Imprisoned Omar Abdul Rahman Brigades,a pro-al Qaeda group, is the chief suspect.
32	VM36.048	1347505562	2	380	Egyptian President Mohammed Morsi : "The presidency deplores the most vicious attempt to insult the person of Muhammad and condemns people who produced this extremist film."  It added that the President has instructed Egyptian Embassy in the US to "take possible legal action to respond to those persons who seek to sabotage the relations and dialogue between peoples and nations.
32	VM36.049	1347507729	2	117	Republican National CommitteeChairman Reince Priebus releases astatement:  "Obama sympathizes with attackers in Egypt
32	VM36.050	1347507835	2	75	6:25PM US State Dept. confirms consulate is under attack in Benghazi, Libya
32	VM36.051	1347508285	1	119	media reports portrayed Bacile as an Israeli-American Jew, but the film's director said that this was false information
32	VM36.052	1347509046	2	250	The Obama administration opened an investigation into whether the attack in Libya was a planned terrorist attack on the 11th anniversary of the September 11 attacks, rather than a spontaneous mob that was angry over an YouTube video criticizing Islam
32	VM36.053	1347510808	1	228	A peaceful demonstration September 12 in Benghazi included Libyan citizens holding signs such as, “Chris Stevens was a friend to all Libyans,” and apologizing to Americans for the actions in their name and in the name of Muslims
32	VM36.054	1347513444	1	181	questioned the authenticity of the movie, and numerous facts were published by Gawker, Buzzfeed, CNN, and the Christian Science Monitor to this extent over whether the film was real
32	VM36.055	1347513444	1	224	The 14-minute trailer for the film contains sloppy editing and low production quality , despite allegedly having a $5 million budget.  Offensive statements on Islam were also sloppily inserted into the film after production.
32	VM36.056	1347518390	1	125	The main building, containing Ambassador Stevens, another official, and a security officer, quickly became engulfed in a fire
32	VM36.057	1347518390	3	95	film was largely unheard of until a promotional clip was translated into Arabic on the Internet
32	VM36.058	1347518390	1	141	Forty-five minutes into the attack,U.S. security personnel tried to retake the main building but were unsuccessful and retreated to the annex
32	VM36.059	1347518390	1	134	With the assistance of Libyan forces, the American security personnel were able to evacuate the rest of the main building to the annex
32	VM36.060	1347518390	2	69	At midnight the annex was attacked and two more Americans were killed
32	VM36.061	1347518390	2	82	At 2 A.M., Libyan and American security forces "regained control of the situation"
32	VM36.062	1347518390	1	124	could not locate the body of Ambassador Stevens, who had already been taken to a local hospital where he was pronounced dead
32	VM36.063	1347523584	3	341	Nakoula Basseley Nakoula, a Coptic Christian in Los Angeles, admitted being the manager for the film's production, but denied being Sam Bacile. The Associated Press interviewed Nakoula at his home after finding evidence connecting Nakoula to Bacile, including sharing a phone number and Nakoula previously using aliases such as Nicola Bacily
32	VM36.065	1347530133	2	83	Cuba In a rare show of compassion to the US, Cuba condemned the attacks in Benghazi
32	VM36.066	1347535356	1	357	Hezbollah released a statement saying "immoral act which represents the highest degree of aggression against the highest human right ... for respect of beliefs and sanctities". Hezbollah also added "In this context, the statements of official US condemnation no longer fool anyone,". Their statement made no reference to the death of U.S. diplomats in Libya
32	VM36.067	1347542901	1	442	Protesters angered by an anti-Islam film made in the US have stormed the grounds of the American embassy in the Yemeni capital, Sanaa.Police shot in the air in an attempt to hold back the crowds, but failed to prevent them gaining access to the compound and setting fire to vehicles.A number of people were reported to have been injured.Security force reinforcements in Sanaa used tear gas, water cannon and live fire to drive back protesters
32	VM36.068	1347543725	1	112	Lawmakers of Iran Condemn the blasphemous movie and demanded that US should take action against the movie makers
32	VM36.069	1347550901	1	191	A large group of Iranian students have gathered outside the Swiss Embassy in the Iranian capital, Tehran, to protest against the anti-Islam movie made in the US which insults Prophet Muhammad
32	VM36.070	1347566465	1	106	On September 13, the protests spread to the U.S. embassy in Sana'a, Yemen, resulting in at least one death
32	VM36.071	1347571381	2	270	U.S. embassy in Sana'a on September 13. Police fired into the air in an attempt to hold back the crowds, but failed to prevent them from gaining access to the compound and setting fire to vehicles. At least one person was killed, and at least fifteen otherswere injured.
32	VM36.072	1347572663	1	79	Protest have also been reported at US embassy in Tunisia, Morocco and the Sudan
32	VM36.073	1347573097	1	189	200 protesters demonstrated in front of the us embassy in Tunis, throwing rocks, burning the American flag and chanting slogans. They were dispersed by police with teargas and rubber bullet
32	VM36.075	1347573967	1	185	Protests were reported in the Hamas governments Ministry of Religious Endowments in front of the legislative building in Gaza city and in front of the  by the Islamic Movement in Israel
32	VM36.076	1347574061	1	92	300 to 400 protesters had gathered outside the  US Consulate in Casablanca on September 12th
32	VM36.077	1347574153	1	118	protests are occurring outside the Swiss embassy in Tehran which represents American interests in the Islamic Republic
32	VM36.078	1347574472	1	285	Foreign Minister Shaikh Abdullah Bin Zayed Al Nahyan called on the UN Security Council to act against the defamation of religion in order to prevent violent acts. Nahyan said: "The UAE carries a message of moderation, peace and opposition to terrorism and fundamentalism in all forms”.
32	VM36.079	1347574514	3	143	The video have been blocked in Egypt and Libya by YouTube. Indonesia have also blocked the film, while Afghanistan have blocked Youtube itself.
32	VM36.080	1347574687	2	261	Libya's deputy Interior Minister said on September 13, that the attacks on the consulate were suspected to be timed to coincide with the 11th anniversary of the September 11 attacks, and militants used protests over the anti-Islam film as cover for their attack
32	VM36.081	1347575112	1	386	Reuters reported that hundreds protested against the film in Baghdad's Sadr City and in Basra. A smaller crowd protested in Najaf. Protesters burned American flags, chanted "Death to America" and called on the Iraqi government to expel the American ambassador. The protests were organized by Shi'ite leader Moqtada al-Sadr and, at least in Basra, included both Sunni and Shi'ite clerics
32	VM36.082	1347575603	1	235	Several hundred protesters from a group called "Sudanese Youth" gathered outside of the US Embassy in Khartoum on September 12th. The embassy met with three protesters, who demanded an apology and that the film be removed from YouTube.
32	VM36.083	1347576909	2	387	officials said that the Benghazi attack appeared to be "complex" and professionally executed, and possibly linked to pro-al Qaeda groups. U.S. officials, speaking under anonymity, said that they believed the Benghazi attack was planned in advance, and not prompted by the film. Libyan officials said that it was part of a planned two-part attack that also included a raid on a safe house
32	VM36.084	1347579427	1	85	Cairo, Egypt, Over 200 people were injured in the initial protests and following days
32	VM36.085	1347584517	2	90	Two of the four Americans killed in the assault have been identified as former Navy SEALs.
32	VM36.086	1347589925	1	263	in front of legislative building in Gaza city  Dozens of Palestinians protested, while some burned American and Israeli flags, chanting, "Death to America! Death to Israel!"  International agencies closed their offices in Gaza for a day as a precautionary measure
32	VM36.087	1347589718	1	179	50 members of the U.S. Embassy in Tel Aviv, alleging that the United States' government sponsors "little people" who hurt Islam and Muslims.  There were no clashes or disturbances
32	VM36.088	1347593910	1	85	cairo: deaths of four protestors, and 35 injured protestors and security force member
32	VM36.089	1347598643	1	144	.Imam Mohamed Magid, the president of the Islamic Society of North America, an umbrella organization of regional Muslims, condemned the violence
32	VM36.090	1347599264	1	340	Minnesota Democrat Kieth Ellison, the first Muslim to be elected to Congress, condemned both the film and the protests. He stated that the "amateurish and stupid" film was "deeply offensive" to "anyone who respects the faith of others", while at the same time emphasizing that "the United States government had no role in creating this film
32	VM36.091	1347599503	1	298	Los Angeles-based Muslim Public Affairs Council, said in a published statement that "America is our home and is home to Islam, like so many other religions. Anyone who attempts to promote the misconception that Muslims are not integrated into America is fomenting more fear and destructive behavior
32	VM36.092	1347601220	1	83	young Libyans had also flooded Twitter with pro-American messages after the attacks
32	VM36.093	1347605524	2	164	Independent reported that the United States had been forewarned about the attack in Libya, but that no precautions were taken. The Obama administration denied this.
32	VM36.095	1347614100	2	86	Law enforcement eventually determined that Nakoula was indeed responsible for the film
32	VM36.096	1347639546	2	72	The collective attacks in Egypt and Yemen led to the deaths of 18 people
32	VM36.097	1347646478	1	176	After the friday prayer on September 14, protesters attacked the British and German embassies in Khartoum. Attackers started fires and tore down the flag in the Germany embassy
32	VM36.098	1347646689	1	78	In Tripoli attackers set a KFC restaurant ablaze. One person died in the fire.
32	VM36.099	1347648184	2	95	On September 14, 2012, the U.S. consulate in Chennai was attacked which left 25 people injured.
32	VM36.100	1347650703	1	236	Protests were held at the US embassy in Islamabad and in Peshawar, Karachi and Swat by the Jamaat-e-Islami , while demonstration were held in Lahore by the Tehreek-e-Hurmat-e-Rasool  and in Multan  by Jamiat Talba Arbia and Shehri Mahaz
32	VM36.101	1347650830	1	54	A demonstration was held against the film in Jalalabad
32	VM36.102	1347652526	1	96	An anti-American demonstration was held outside the US embassy in Kuwait by about 200 protesters
32	VM36.103	1347652526	1	110	An anti-American and Anti-Jewish demonstration was held outsite the embassy in Jakarta by about 200 protesters
32	VM36.104	1347652866	1	109	In Amman 200 Salafis demonstrated at the US embassy while 1400 Muslim Brotherhood supporters in central Amman
32	VM36.105	1347653069	1	88	Protest were held at the US embassy in Kuala Lumpur, as well as in Batu Caves and Imphol
32	VM36.106	1347653326	1	134	In Tunis protesters entered the compound of the U.S. embassy after climbing the embassy walls and set trees inside the compound ablaze
32	VM36.107	1347653392	1	110	A demonstration of 2000 protesters was held in Diraz, an epicenter of Shiite opposition to the Sunni monarchy.
32	VM36.108	1347653411	2	76	Khartoum: Protesters also managed to enter the compound of the U.S. embassy.
32	VM36.109	1347653532	1	72	a demonstration of 200 people march on the empty US embassy in Damascus.
32	VM36.110	1347653647	1	116	Turkey: hundreds gathered at  Beyazit Square in a demonstration against the film called by Saadet, an Islamist party
32	VM36.111	1347653928	1	64	Related protests resulted in the death of one person in Lebanon.
32	VM36.112	1347656423	1	164	On September 11, Al Qaeda leader Ayman al-Zawahiri called on Libyans to avenge the death of Abu Yahya al-Libi, who had died in a U.S. drone strike earlier this year
32	VM36.113	1347657037	2	192	The suspected perpetrators of the Benghazi attack, the Imprisoned Omar Abdul Rahman Brigades, had claimed responsibility for the attack on an International Red Cross office in Benghazi in May.
32	VM36.114	1347659404	2	336	On Friday, September 14, the Libyan authorities temporarily closed the air space over Benghazi after Islamists used anti-aircraft guns to attack an alleged U.S. reconnaissance drone. According to the Libyan Deputy Interior Minister Wanis al-Sharef, the U.S. deployed two drones over Benghazi with the knowledge of the Libyan authorities
32	VM36.115	1347659613	1	73	Tunis: The protesters also attacked an American school and set it on fire
32	VM36.116	1347659995	1	186	On 14 September in the town Sheikh Zuwayed in the Sinai desert protesters stormed a compound of the Multinational Force and Observers. The peacekeeping force opened fire on the attackers
32	VM36.117	1347660220	1	40	U.S. sending a Marine FAST unit to Yemen
32	VM36.118	1347665985	1	74	Tripoli, Lebanon. Some non-US institutions in he region were also attacked
32	VM36.119	1347669156	1	145	Ali Aujali, the ambassador to the US, praised Stevens as a "dear friend" and a "real hero" at a reception in Washington alongside Hillary Clinton
32	VM36.120	1347669615	2	66	Sheikh Zuwayed  Two members of the peacekeeping force were wounded
32	VM36.122	1347670126	1	420	Khartoum : The attack on the German embassy was reportedly instigated in response to Germany allowing a protest in Berlin last month by right-wing activists carrying caricatures of Mohammed. Sudanese Foreign Ministry sharply criticized the protest, stating: "The German chancellor unfortunately welcomed this offence to Islam in a clear violation of all meanings of religious co-existence and tolerance between religions
32	VM36.123	1347670244	1	88	Libyans are typically much more positively inclined towards the US than their neighbors.
32	VM36.124	1347672025	1	145	In Hilla in the Shiite-dominated southern region American and Israeli flags were burned. In Samarra clerics demanded a boycott of American goods.
32	VM36.125	1347672025	1	212	In Acre, Arab protestors said that "only Islamic rule throughout the world will make peace.  Jews and Christians can live without fear under the wings of Islam."  Some chanted support for Osama bin Laden as well.
32	VM36.126	1347672025	1	47	Maldives - Protests were held against the film.
32	VM36.127	1347672025	1	135	Around 200 hardline Islamists gathered in Salé, twin town to the Moroccan capital Rabat, shouting anti-US slogans and burning US flags.
32	VM36.128	1347672025	1	208	The American consulate in Amsterdam closed earlier than usual on September 14 in anticipation of a protest. A peaceful demonstration of around 30 people took place on the Dam Square in the center of Amsterdam
32	VM36.129	1347672025	1	65	Nearly a thousand people protested the film in Mogadishu, Somalia
32	VM36.130	1347672025	1	57	Protests were held in eastern Sri Lanka  against the film
32	VM36.131	1347672025	1	130	A demonstration of 200 people gathered outside the US embassy in London, burning the US and Israeli flags. No reports of violence.
32	VM36.132	1347672550	1	255	reactions of President Morsi and the Muslim Brotherhood were received coldly in the US. Both American media, policy experts and President Obama contrasted the allegedly insufficient and "mild" Egyptian reaction with the Libyan reaction, which they praised
32	VM36.133	1347673833	2	492	In an interview, Obama remarked that though Egypt was not hostile, it was not "necessarily an ally,"   though the administration later backed off from this statement.  In a late-night phone call, Obama warned Morsi that relations could be jeopardized if Egypt failed to protect diplomats.    Two days after, a particular Arabic release by the Brotherhood saying "Egyptians rise up to support Muhammad in front of the American Embassy. Sept. 11," was attacked by the US embassy in a statement.
32	VM36.134	1347673833	1	359	Responding to this criticism, both Morsi and the Brotherhood took a much harder line against the embassy attacks, promising charges against those who scaled the embassy's walls, offering condolences for Stevens' death, and appearing on Egyptian, telling Egyptians of their "religious duty to protect our guests and those who come to us from outside our nation
32	VM36.135	1347673894	2	67	'Innocence of Muslims'' and considered blasphemous by many Muslims.
32	VM36.136	1347674395	1	202	Officials cite the broadcast of the film on Egyptian TV network al-Nas last Saturday (Sept 8) for the widespread outrage. The show, hosted by Sheikh Khalid Abdallah, “was the flashpoint for the unrest.”
32	VM36.137	1347675087	1	98	US embassy in London The Daily Mail reported Anjem Choudhary was leading the flag-burning protests
32	VM36.138	1347679945	1	138	A demonstration of about 1000 people was held against the film in Jalalabad. The protesters burned an effigy of US President Barack Obama.
32	VM36.140	1347679945	1	209	1,000 members of the Khelafat Andolon group demonstrated and attempted to march on the U.S. embassy in Dhaka, though they were stopped from approaching the embassy by police. There were no reports of violence.
32	VM36.141	1347679945	1	304	demonstrations were held in Srinagar, Kashmir, as local Imans denounced the film saying "It is our right to protest against this heinous act aimed at hurting the sentiments of the Muslims. However, we should not indulge in vandalism as we will causing harm to our own property. We shall remain peaceful,"
32	VM36.142	1347679945	1	223	Khartoum. Attackers started fires and tore down the flag in the German embassy. Demonstrators hoisted a black Islamic flag at the German embassy, saying in white letters "there is no God but God and Mohammed is his Prophet"
32	VM36.143	1347685508	1	378	Background== Al Qaida has sponsored a series of terrorist attacks on the United States over the past two decades, including the 1998 United States embassy bombings in Nairobi and Dar es Salaam, and the September 11th attacks of 2001.  Diplomats, working in potentially hostile territory, are exposed to a variety of dangers which are difficult and expensive to address properly.
32	VM36.144	1347685820	1	273	Egypt, the protest was organized by Wesam Abdel-Wareth, a Salafist leader and president of Egypt's Hekma television channel, who called for a gathering on September 11 at 5 PM in front of the US Embassy, to protest against a film that he thought was named "Muhammad's Trial
32	VM36.145	1347686385	1	246	Imprisoned Omar Abdul Rahman Brigades is a pro Al-Qaida group which claimed responsibility for an attack on the International Red Cross office in Benghazi in May 2012, and for detonating an explosive device outside the U.S. Consulate in June 2012
32	VM36.146	1347687289	3	267	film was purported to be set in the first century CE. and was titled ''Desert Warriors''. The script was in English and the name of the central character was "Master George". The actress stated that she had no idea that the film was intended to be offensive to Islam.
32	VM36.147	1347688298	2	218	]It is unclear whether the Benghazi attack should be viewed as part of the wider protest movement. Unlike other protests, US officials said that the Benghazi attack appeared to be "complex" and professionally executed.
32	VM36.148	1347689353	2	183	Yemen, the protests started on September 13, after Abdul Majid al-Zindani, a cleric and former mentor to Osama bin Laden, called on followers to emulate the attacks in Egypt and Lybia
32	VM36.149	1347690527	1	100	The Philippine National Police has stepped up additional security for American diplomatic facilities
32	VM36.150	1347693338	2	235	In anticipationof protests Sudanese authorities deployed "many, many riot police" nearthe USembassy. Nevertheless, on September 14, protesters breached the outside wall of the compound and clashed with guards; three people were killed.
32	VM36.151	1347694973	2	64	One person was killed and over two hundred were injured in Egypt
32	VM36.153	1347711744	1	217	Sydney.  Numerous police officers, protesters and civilians were injured in the protest. Some media sources are labeling the incident as a full scale riot as protesters directly attack officers by throwing projectiles
32	VM36.154	1347713929	1	172	Camp Bastion, in southern Helmand province, came under mortar, rocket-propelled grenade and small arms fire late on Friday. The target of the attack was Prince Harry of UK.
32	VM36.155	1347727167	1	70	Sudan: Preachers called for expulsion of British and German diplomats.
32	VM36.156	1347744869	1	184	The Israeli news site Debka.com independently reported that attack in Libya  was a well prepared operation by 20 trained Al Qaeda members who acted under the orders of Ayman al Zawahri
32	VM36.157	1347758323	1	304	target of opportunity related to the protests against the film ''Innocenseof Muslims'', the incident is now reported as a long-planned deliberate attack against Germany; preachers encouraged the riots by referring to Germany's defending Danish cartoonist ''Jyllands-Posten'' Muhammad cartoons controversy
32	VM36.158	1347760511	2	185	At least two Marines and 16 Taliban fighters have been killed in a Taliban attack on Camp Bastion airbase in Afghanistan's Helmand province, says a spokesman at nearby Camp Leatherneck.
32	VM36.159	1347760511	1	29	Riots break out in Jerusalem.
32	VM36.160	1347760511	1	80	international observer base near El Gorah is shot at. Two observers are injured.
32	VM36.161	1347760511	1	72	Yemeni police fire warning shots in the air and four people are killed. 
32	VM36.162	1347760511	1	56	In Kuwait, 500 people gather and chant near the embassy.
32	VM36.163	1347769278	2	180	a widespread problem across the Arab world: People who have lived their lives largely under dictatorship simply cannot understand how a film can be made without government sanction
32	VM36.164	1347769967	1	124	Sept 15: Egyptian riot police stormed Tahrir Square and arrested hundreds of protesters after four days of clashes in Cairo.
32	VM36.165	1347769967	2	101	Over 80 people were arrested during a protest near the US embassy on Champs Elysees in Paris, France.
32	VM36.166	1347769967	1	218	Sudan refused a US government request to station a Marine platoon at its embassy in Khartoum, forcing authorities to pull out all non-essential personnel and advise American citizens to avoid travelling to the country.
32	VM36.167	1347769967	1	75	In AQAP called for Muslims everywhere to attack American embassy personnel.
32	VM36.168	1347771456	2	243	The Pope was visiting Lebanon at the same time and so many of the protests against the film also dovetailed with protests against his visit. One Islamist protestor was killed after the group he was part of tried to storm a government building.
32	VM36.169	1347785298	1	439	Egypt: Eric Trager, an experts at the Washington Institute for Near East Policy, has said that Salafists had planned the protest long before reports of the film, and that the protest was announced on August 30 by Jamaa Islamiya, which is designated as a terrorist organization by the State Department.  The goals of the protest was to release Sheikh Omar Abdel Rahman, its spiritual leader convicted of the 1993 World Trade Center bombing.
32	VM36.170	1347797538	2	112	American unmanned aerial vehicles were also sent to fly over Libya to search for the perpetrators of the attack.
32	VM36.171	1347809738	3	201	The Obama administration asked Youtube to review the film under the company’s policies, however, Youtube said it was within guidelines as it is against the Islam religion but not against Muslim people.
32	VM36.172	1347823277	1	77	.In the aftermath of attack, Libyan security forces arrested up to 50 people.
32	VM36.173	1347834880	1	160	On Sept 15, 2012 the China Daily reported that Sudanese protesters tried to storm the embassy of Germany, and that the British embassy also drew demonstrations.
32	VM36.174	1347838507	1	278	The Islamic Council of Niger has repudiated the film that has caused mass riots, but has caused for Christian churches to be spared in the protests. However, protesters of the film ransacked a Catholic Christian cathedral, and burned American and British flags in Zinder, Niger.
32	VM36.175	1347856909	2	261	September 14 Afghanistan:  Nearly 20 insurgents disguised as US troops breached the base and destroyed several hangars and fueling facilities. Before they were all killed or captured, the insurgents also managed to destroy six jet fighters and damage two others
32	VM36.176	1347861403	1	190	In an exclusive interview with NPR in Benghazi, President Mohammed el-Megarif says foreigners infiltrated Libya over the past few months, planned the attack and used Libyans to carry it out.
32	VM36.177	1347893932	1	391	On September 15, more than 300 protesters organized in Marawi, Lanao del Sur over the film and burned American flags. There were threats to kill Nakoula Basseley Nakoula, who is believed to be behind the controversial film. American interest remained unharmed in the province. The largest muslim insurgent group Moro Islamic Liberation Front urged Filipino Muslims not to resort to violence.
32	VM36.178	1347915786	2	108	.10 Libyan guards were initially reported killed, although this was later retractedand changed to 7 injuried
32	VM36.179	1347949825	3	181	Thus far, the target of the attacks have been the supposed Western or Atlanticist countries, with little or no sentiment directed against China, Japan, Slavic nations, and so forth.
32	VM36.180	1347982547	1	113	Egypt's prime minister Hesham Kandil said "a number" of protesters later confessed to getting paid to participate
32	VM36.181	1347993855	1	376	September 17, up to 500 protesters, many of whom were part of the Islamic Defenders Front and Majelis Mujahideen Indonesia attacked the United States embassy in Jakarta by throwing stones and loose pavement, some reports also state that petrol bombs were used in the attacks. In addition to attacking the embassy, protesters attacked the local police force and embassy guards.
32	VM36.182	1348119809	2	282	Camp Bastion : A suicide bomber killed 14 people on September 18. A spokesman for an Afghan insurgent group, Hezb-i-Islami, claimed responsibility for the bombing and said it was carried out by an 18-year-old woman “in response to the film insulting the Prophet Muhammad and Islam.”
32	VM36.183	1348120015	1	285	DHS report released on September 11 and reported by Fox News on September 19 indicated that a web statement incited "sons of Egypt" to pressure America to release Sheikh Omar Abdel-Rahman (the so-called "blind sheikh) "even if it requires burning the embassy down with everyone in it."
32	VM36.184	1348162034	2	89	Pakistani governments blocked the video-sharing website YouTube for not removingthe video
32	VM36.185	1348197012	1	324	Mike Rogers (R) Michigan, the chairman of the House Intelligence Committee, said there were reports that the Consulate sustained "indirect fire, artillery type fire from mortars. They had direct unit action. It was coordinated in a way that was very unusual. They repulsed a quick reaction force that came to the facility...
32	VM36.186	1348210519	1	250	On September 14 security forces clashed with angry demonstrators outside the U.S. embassy in Islamabad over the anti-Islam film. Protesters called for the execution of the filmmaker and urged Islamabad to close the US Embassy and expel its diplomats.
32	VM36.187	1348210519	1	148	In the eastern city of Lahore, demonstrators burned the US flag outside the U.S. consulate and shouted slogans against the United States and Israel.
32	VM36.188	1348210519	1	201	September 16 Voice of America News reported that police fired tear gas and water cannon at the hundreds of demonstrators as they approached the heavily guarded consulate in the southern city of Karachi
32	VM36.189	1348211017	1	318	Karachi: "100 small children" repeated anti-American slogans during a protest. Video showed children repeating an adult voice, "Death to America" and "Any friend of America is a traitor." The children, between the ages of 6 and 8, demonstrated across from the Karachi Press Club, led there by "at least four teachers."
32	VM36.190	1348211017	2	159	In Islamabad, police used tear gas and fired warning shots into the air to disperse the crowd. Islamabad Police Chief Bin Yamin said eight police were injured.
32	VM36.191	1348212493	1	184	Chennai: The Consulate asked American citizens to enroll in the STEP program,asked American citizens to follow the local news and media and ceased the consulate's operation temporarily
32	VM36.192	1348256136	2	503	September 21, a public holiday was held in Pakistan as protests under the banner of "Love our prophet" were held across the country. Al Jazeera news reported that at least 17 people were killed during the day. In Karachi, a crowd of 15,000 torched "six cinemas, two banks, a KFC and 5 police vehicles" whilst some fired on police, killing two police officers. It was further reported that 10 of the protesters were shot dead afterwards. Meanwhile in Peshawar, four protesters and a policeman were killed
32	VM36.193	1348259396	1	218	On September 21,Protesters marched towards the Chennai Central Railway Station , Blocking Trains and shouting Anti-US Slogans.Police's attempts to disperse the crowd resulted in many injuries which are to be estimated.
32	VM36.194	1348276733	2	89	On September 20, the White House for the first time called the event "a terrorist attack.
32	VM36.195	1348417876	1	218	On 21 September, a Egyptian militant group attacked Israeli soldiers on the Egyptian-Israeli border, resulting in three militants and one Israeli personnel dead. The group cited the video as their motive for the attack
32	VM36.196	1348418619	2	373	On September 16, Libyan authorities arrested some 50 people in connection with the attack, and Mohamed Magarief said that the attack was pre-planned. He said that suspects were connected to al-Qaeda, or its "affiliates and maybe sympathisers" and said that it was "planned by foreigners" that has entered the country from "Mali and Algeria" a few months before the attacks.
32	VM36.197	1348451497	1	295	About 600 Muslim protestors in Athens tried to march on the U. S. Embassy, but were stopped by Greek police. No injuries were reported, although three cars were damaged and three storefronts were smashed. The protestors chanted "we are all with Osama" and called on the US to hang the filmmaker.
32	VM36.198	1348455344	2	468	Benghazi "We Want Justice For Chris" and "Libya Lost a Friend," the protestors stormed several militia headquarters, includingAnsar al-Sharia, an Islamist militia who some allege played a role in the attack on U.S. diplomatic personnel on September 11. At least 10 people were killed and dozens more wounded as militiamen fired on demonstrators at the headquarters of Sahaty Brigade, a pro-government militia "operating under the authority of the ministry of defence."
32	VM36.199	1348492945	2	261	Ghulam Ahmed Bilour, a Pakistani cabinet minister has announced a $100,000 bounty for killing Nakoula Basseley Nakoula. The Pakistani government has sought to distance itself from this award. Some British MPs have called for a ban on Bilour's visits to Britain.
32	VM36.200	1348501895	2	132	Google, Inc., owner of YouTube also blocked the video in Pakistan and Egypt citing "the very difficult situation" in those countries
32	VM36.201	1348520768	1	112	Karachi: September 19, a businessman who was unwilling to participate in the protests was charged for blasphemy.
32	VM36.202	1348552530	1	263	Ahmad Fouad Ashoush, a Salafist Muslim cleric, has issued a fatwa saying:"I issue a fatwa and call on the Muslim youth in America and Europe to do this duty, which is to kill the director, the producer and the actors and everyone who helped and promoted the film.
32	VM36.203	1348555408	2	414	21 September 2012, an Egyptian militant group attacked Israeli soldiers on the Egyptian-Israeli border, killing 20-year-old Israeli soldier Netanel Yahalomi as he was bringing water to African migrants crossing into Israel.  In the ensuing gunfight between the Israeli mixed-gender Caracal Battalion and the militants,three militants were shotdead. The militantgroup cited the video as their motive for the attack.
32	VM36.204	1348561283	1	203	September 23, a rampagingmob of protestersin Mardan reportedly "set on fire the church, St Paul's high school, a library, a computer laboratoryand houses of four clergymen, including Bishop Peter Majeed.
32	VM36.205	1348571286	2	148	Government authorities in Chechnya have issued orders internet providers to block YouTube and Iran has announced that it is blocking Google and Gmai
32	VM36.206	1348640368	2	79	Pakistan has been witness to some of the most widespread and deadliest protests
32	VM36.207	1348778217	1	158	In Afghanistan, the Dadullah faction of the Afghan taliban has put a bounty of 8 kilograms of gold, worth about $487,000 for the death of the film's creators.
32	VM36.208	1348908665	3	154	YouTube voluntarily blocked the video in Egypt and Libya and blocked the video in Indonesia, Saudi Arabia, Malaysia, India and Singapore due to local laws
32	VM36.209	1348908665	2	415	In September 2012 the Afghanistan, Bangladesh, Sudan and Pakistani governments blocked YouTube for not removing the video, the website will remain suspended until the film is removed. Government authorities in Chechnya and Daghestan have issued orders to internet providers to block YouTube and Iran has announced that it is blocking Google and Gmail. Google has also agreed to block the anti Islam movie in Jordan.
32	VM36.210	1349292167	1	150	After weeks of investigation, U.S. intelligence finally confirmed that the Benghazi attack "deliberate and organized", hence not prompted by the film.
32	VM36.211	1349337723	1	139	Egyptian TV host Sheikh Khaled Abdullah, in his broadcast of September 8 on Al-Nas television, criticized the film's depiction of Muhammad.
